SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511501,BHARAT BHUSH,X ,Q,17.20,20.85,17.20,19.00,19.00,19.05,13,1316,25004.00,
511505,CAPITAL TRUS,B ,Q,361.00,361.00,345.00,345.90,345.00,358.50,63,4512,1565879.00,
511509,VIVO BIO TEC,X ,Q,53.35,58.00,52.70,56.95,56.95,55.40,13,611,34526.00,
511523,VEERHEALTH  ,X ,Q,12.00,13.00,12.00,12.75,12.75,12.40,29,28520,358517.00,
511525,PAN INDIA C ,XT,Q,0.20,0.20,0.19,0.19,0.19,0.20,6,6991,1348.00,
511533,SAHARA HOUSG,X ,Q,56.00,66.80,55.00,59.70,63.80,60.00,27,2488,155296.00,
511535,NDA SECURIT.,X ,Q,8.18,8.20,8.18,8.20,8.20,8.05,5,922,7550.00,
511551,MONARCH     ,X ,Q,60.25,62.50,58.00,61.25,61.40,61.60,89,10089,603713.00,
511557,PRO FIN CAP.,X ,Q,230.00,230.00,216.00,216.75,216.75,222.85,16,13558,3071916.00,
511559,TIMES GUARAN,B ,Q,44.95,44.95,41.45,41.45,41.45,43.60,6,516,21705.00,
511589,AVONMORE    ,X ,Q,27.00,27.00,25.50,25.90,25.90,26.95,246,43731,1145837.00,
511601,YASH MANAGE.,ST,Q,7.25,7.25,7.25,7.25,7.25,7.60,7,99,717.00,
511605,ARIHANT CAP.,X ,Q,106.95,110.00,101.65,108.70,109.85,102.65,163,30683,3202749.00,
511609,ISL CONSULT ,X ,Q,22.40,23.35,22.35,23.20,23.20,23.40,35,80500,1867830.00,
511611,DCM FINANCIA,T ,Q,2.04,2.14,2.04,2.14,2.14,2.04,3,1060,2198.00,
511628,IMCAP       ,X ,Q,59.00,62.00,48.00,49.05,49.05,52.70,13,1561,77421.00,
511630,SAMBHAAV MED,B ,Q,8.50,9.10,8.50,9.01,9.10,8.86,11,47515,424167.00,
511654,SUGAL DAM   ,X ,Q,11.45,11.45,11.45,11.45,11.45,12.05,1,100,1145.00,
511658,NETTLINX LTD,X ,Q,83.00,83.00,69.90,71.35,70.00,76.85,97,10052,757858.00,
511664,BGIL FL TEC ,XT,Q,3.31,3.31,3.31,3.31,3.31,3.48,1,100,331.00,
511672,SCANSTL     ,X ,Q,21.10,21.40,20.10,20.80,20.80,21.05,36,88500,1840850.00,
511676,GIC HOUSING ,A ,Q,348.00,363.15,344.05,357.55,357.55,347.25,712,33948,11959121.00,
511688,MATHEW EASOW,X ,Q,19.00,20.50,19.00,19.00,19.00,19.95,5,3750,76500.00,
511692,AJCON GLOBAL,XT,Q,34.85,34.85,34.85,34.85,34.85,33.20,1,60,2091.00,
511696,CHARTERED CA,X ,Q,51.80,56.50,51.80,56.00,56.00,54.50,3,890,48917.00,
511710,CUBICAL FIN.,X ,Q,1.14,1.14,1.14,1.14,1.14,1.19,1,200,228.00,
511716,ESCORT FINAN,XT,Q,4.00,4.20,3.80,4.20,4.20,4.00,16,6300,25980.00,
511724,BAID LEASING,X ,Q,161.05,162.00,158.15,160.95,162.00,159.40,74,16100,2591618.00,
511726,VIPUL LTD   ,B ,Q,59.25,61.10,53.70,55.50,54.05,58.25,287,487303,27084019.00,
511730,TRC FINAN.SE,XT,Q,16.80,16.80,16.00,16.00,16.00,16.80,3,1001,16816.00,
511736,USHDEV INTNL,ST,Q,1.50,1.53,1.50,1.53,1.53,1.56,19,66000,99030.00,
511754,SHALIB.FINAN,X ,Q,122.00,125.00,120.00,120.00,120.00,119.95,15,1594,196400.00,
511764,UPASANA FIN.,XT,Q,37.50,37.50,36.50,37.50,37.50,35.75,7,6149,230387.00,
511766,MUTHOOT CAP ,B ,Q,708.00,723.85,700.00,706.05,703.60,707.80,61,1020,717338.00,
512018,CNI RES LTD ,X ,Q,2.85,2.94,2.65,2.82,2.82,2.84,37,112740,317048.00,
512068,DECCANGOLD  ,X ,Q,29.50,30.40,28.35,29.50,29.50,29.50,487,208070,6098768.00,
512070,UPL         ,A ,Q,704.30,730.30,699.30,724.55,724.55,703.80,1157,46162,32940254.00,
512093,CRANES SOFTW,T ,Q,2.64,2.64,2.51,2.51,2.51,2.64,19,23311,58770.00,
512105,PROAIMENT   ,X ,Q,0.94,0.94,0.94,0.94,0.94,0.93,1,1,0.00,
512131,SIGNET IND  ,B ,Q,7.00,7.21,6.57,6.61,6.61,6.91,125,113259,750427.00,
512161,8KMILES     ,B ,Q,666.10,684.50,665.00,669.60,669.60,673.00,383,12306,8254207.00,
512167,MATRA REALT ,Z ,Q,0.42,0.42,0.42,0.42,0.42,0.42,3,600,252.00,
512175,VAMA INDS   ,X ,Q,19.00,20.60,18.85,20.40,20.40,19.65,97,99994,2011224.00,
512179,SUNTECK REAL,A ,Q,402.75,414.55,400.00,407.90,405.10,401.15,928,59258,24081823.00,
512217,PRISM MEDI  ,X ,Q,22.75,22.75,21.65,21.70,21.65,22.75,8,1599,35128.00,
512237,JAI CORP LTD,A ,Q,127.30,136.60,127.10,135.00,135.00,128.25,3240,313668,41407660.00,
512247,ASHIRWAD CAP,X ,Q,2.80,3.00,2.67,2.93,2.97,2.80,82,80804,233329.00,
512257,SVARTCORP   ,X ,Q,5.54,5.54,5.12,5.23,5.16,5.38,105,85213,448467.00,
512289,SHIRPUR GOLD,B ,Q,126.25,130.00,125.10,126.45,130.00,130.50,49,5618,713085.00,
512296,BHAGYA INL  ,B ,Q,43.35,44.20,42.50,43.35,44.00,42.75,115,11588,504889.00,
512297,SHANTAI     ,X ,Q,117.00,117.00,114.00,114.00,114.00,117.50,7,65,7507.00,
512299,STERL.BIOTEC,Z ,Q,1.90,1.90,1.72,1.72,1.72,1.81,74,124744,222064.00,
512301,CHAMBAL BREW,XT,Q,4.90,5.20,4.90,5.20,5.20,4.99,2,2,10.00,
512344,ARAVALI SEC.,XT,Q,3.40,3.40,3.40,3.40,3.40,3.25,2,5,17.00,
512369,ENNORE COKE ,XT,Q,1.95,1.95,1.95,1.95,1.95,1.95,1,1,1.00,
512393,SHARDUL SECU,X ,Q,42.30,45.15,42.30,45.15,45.15,45.90,4,320,14163.00,
512453,SHRI JAGDAMB,XT,Q,200.00,200.00,199.95,200.00,200.00,200.00,7,215,42990.00,
512455,LLOYDS MET E,X ,Q,13.50,15.00,13.50,14.55,15.00,13.90,120,352581,5047719.00,
512463,SHREE GLOBAL,SS,Q,1.38,1.38,1.38,1.38,1.38,1.45,6,11500,15870.00,
512489,OASIS SECUR.,X ,Q,46.85,46.85,44.00,45.95,45.95,44.65,4,256,11762.00,
512493,GARNET INTL ,X ,Q,249.00,249.00,247.40,247.40,247.40,260.40,29,230626,57057360.00,
512519,DONEAR IND. ,B ,Q,48.50,49.80,47.30,48.40,48.00,49.15,76,31639,1521847.00,
512527,SUPER SAL IN,X ,Q,612.00,622.00,610.00,610.25,610.00,612.05,25,518,317015.00,
512529,SEQUENT     ,B ,Q,80.10,81.20,76.95,77.50,77.75,80.50,263,39081,3047028.00,
512531,STC INDIA   ,B ,Q,141.00,142.15,135.05,137.15,137.15,135.40,715,39113,5432005.00,
512559,KOHINORFOODS,B ,Q,62.80,63.10,61.80,62.70,62.25,62.20,161,18635,1163739.00,
512565,R.T.EXPORTS ,X ,Q,9.00,9.00,8.98,8.98,8.98,9.45,2,2000,17962.00,
512573,AVANTI FEEDS,A ,Q,2189.95,2200.95,2065.10,2175.15,2175.15,2164.70,1460,21049,45404100.00,
512587,ZODIAC JRD  ,B ,Q,38.00,41.40,35.50,40.40,41.40,38.75,11,73,2685.00,
512595,UNIMODE OVER,XT,Q,3.26,3.26,3.26,3.26,3.26,3.43,1,31,101.00,
512597,KEYNOTE CORP,B ,Q,46.50,50.05,46.35,46.50,46.50,51.50,10,695,32282.00,
512599,ADANI ENTER ,A ,Q,155.50,166.00,151.00,163.85,163.85,152.30,3725,791798,124977537.00,
512604,HARIA EXPORT,XT,Q,2.67,2.67,2.67,2.67,2.67,2.81,4,2089,5577.00,
512608,BHANDARI HOS,B ,Q,3.10,3.10,2.91,2.91,2.91,3.06,37,224604,668211.00,
512626,ORBIT EXPORT,B ,Q,149.05,149.10,140.80,143.95,143.95,142.05,27,634,90997.00,
512634,SAVERA IND  ,X ,Q,70.00,70.90,69.15,69.15,69.15,71.00,6,6801,470920.00,
513005,VBC FERRO   ,XT,Q,37.20,39.80,37.00,39.80,39.80,37.95,9,1550,58540.00,
513010,TATA SPONGE ,A ,Q,915.00,931.25,904.00,921.70,921.70,915.45,996,17602,16094624.00,
513023,NAV BHAR VEN,A ,Q,131.15,137.50,131.00,134.50,134.50,132.40,836,142225,19001732.00,
513043,REMI EDEL   ,X ,Q,32.05,35.90,32.05,35.85,32.50,34.55,6,654,22694.00,
513059,G.S.AUTO INT,X ,Q,12.20,12.64,11.85,12.13,12.01,12.34,42,137842,1677742.00,
513063,TRANSFREIGHT,XT,Q,18.80,18.80,18.80,18.80,18.80,19.75,5,3505,65894.00,
513097,SHIV.BIMETAL,X ,Q,105.00,110.85,101.35,108.40,107.90,106.85,273,23018,2487474.00,
513108,GANDHI SP.TU,B ,Q,388.50,388.50,361.80,363.30,363.30,393.75,96,4722,1741120.00,
513121,ORICON ENT  ,B ,Q,48.50,49.25,47.30,48.05,48.05,48.15,525,469171,22617650.00,
513142,BALASORE    ,X ,Q,49.45,49.80,45.90,47.10,47.10,49.00,1216,348062,16715621.00,
513149,ACROW INDIA ,XT,Q,135.00,135.00,127.00,127.75,127.00,132.70,13,445,57678.00,
513179,NAT STL AGRO,B ,Q,28.00,28.00,26.50,27.40,27.40,28.60,124,27870,757637.00,
513216,UTTAM GALVA ,T ,Q,13.50,13.75,12.85,12.85,12.85,13.50,352,144053,1868816.00,
513228,PENNAR STEEL,B ,Q,51.30,52.00,50.10,51.45,51.45,51.85,586,107774,5507708.00,
513250,JYOTI STRUCT,B ,Q,8.20,8.64,8.12,8.20,8.12,8.45,160,79240,656680.00,
513252,JAY USHIN   ,XT,Q,530.00,530.00,505.00,521.85,520.00,530.00,18,3311,1720100.00,
513262,ST.STR.WHEEL,B ,Q,1055.00,1081.25,1030.70,1078.40,1080.50,1034.55,134,292523,305705039.00,
513269,MAN IND.(I) ,B ,Q,117.80,123.75,117.80,122.90,122.90,120.20,553,96328,11699462.00,
513295,RUCHI STR AL,X ,Q,1.63,1.79,1.63,1.79,1.79,1.71,4,1000,1662.00,
513303,MODERN STEEL,XT,Q,17.00,17.90,17.00,17.90,17.90,17.20,20,3950,70235.00,
513335,METALFORGE  ,B ,Q,27.65,27.65,25.30,25.35,25.35,26.60,94,18041,460567.00,
513349,AJMERA      ,B ,Q,236.40,239.05,230.10,235.30,236.00,237.10,439,20599,4844830.00,
513353,COCHIN MIN. ,X ,Q,107.00,107.00,104.25,104.75,104.75,109.70,70,17199,1814199.00,
513361,ISW LTD     ,X ,Q,2.57,2.63,2.48,2.52,2.56,2.55,125,149144,375513.00,
513369,RAJKUMAR FRG,XT,Q,37.10,37.15,36.50,36.50,36.50,37.15,3,402,14734.00,
513375,CARBORUNDUM ,A ,Q,338.00,341.90,332.05,337.00,337.00,336.15,1340,2575559,867988496.00,
513377,MINERAL&METL,A ,Q,55.50,60.05,55.50,59.05,59.05,54.60,5350,1069879,63058166.00,
513401,ASHIANA ISP.,X ,Q,29.45,29.50,29.10,29.10,29.10,30.60,7,1103,32157.00,
513403,PM TELELINN ,X ,Q,2.16,2.16,2.16,2.16,2.16,2.27,1,28,60.00,
513414,SMPL        ,B ,Q,1.09,1.14,1.04,1.14,1.14,1.09,8,8024,8838.00,
513418,SMFIL       ,XT,Q,0.60,0.60,0.60,0.60,0.60,0.60,1,5000,3000.00,
513422,BLOOM INDUST,P ,Q,6.22,6.22,6.22,6.22,6.22,5.93,1,4000,24880.00,
513434,TATA METALIK,B ,Q,708.55,713.20,693.00,708.20,708.20,707.80,307,9848,6951524.00,
513436,SHAH ALLOYS ,B ,Q,37.95,39.80,37.95,37.95,37.95,39.90,127,47451,1800831.00,
513446,MONNETISPA  ,B ,Q,17.25,17.70,16.50,16.95,16.95,17.10,627,279899,4747064.00,
513456,KANISHK ST. ,XT,Q,9.50,9.90,9.50,9.90,9.90,9.95,3,205,2027.00,
513472,SIMPLEX CAST,X ,Q,141.10,148.65,140.00,144.55,144.00,143.55,37,1456,209877.00,
513488,SH.STEEL WIR,XT,Q,16.45,16.95,16.45,16.95,16.95,17.30,5,687,11401.00,
513498,SOUTH.MAGNES,P ,Q,22.75,22.75,22.75,22.75,22.75,21.70,2,500,11375.00,
513509,KALYANI FORG,T ,Q,266.00,277.00,265.20,274.40,274.25,266.55,29,1346,367281.00,
513511,PANCH.STEEL ,X ,Q,40.05,40.25,38.30,38.30,38.30,40.30,46,11905,463207.00,
513513,ADITYA ISPAT,X ,Q,4.80,4.80,4.80,4.80,4.80,4.75,1,10,48.00,
513515,S.R.INDUS.  ,XT,Q,25.15,26.95,25.10,26.00,25.40,26.35,18,39310,1014990.00,
513517,STEELCAST   ,X ,Q,170.00,170.00,168.00,170.00,170.00,170.00,25,3613,613507.00,
513519,PITTI LAMIN.,B ,Q,80.90,81.00,76.50,77.85,77.85,80.15,171,18385,1438905.00,
513528,GLITTEK GRAN,XT,Q,2.09,2.31,2.09,2.31,2.31,2.20,7,1448,3078.00,
513532,PRADEEP MET.,X ,Q,88.15,90.10,87.15,88.75,87.15,90.90,20,2293,204951.00,
513534,VARDHMAN IND,X ,Q,10.90,10.90,10.63,10.70,10.80,10.90,16,7659,82076.00,
513536,GNRL        ,X ,Q,23.00,23.00,23.00,23.00,23.00,24.00,2,525,12075.00,
513544,MARDIA SAMYG,Z ,Q,2.31,2.31,2.31,2.31,2.31,2.31,1,1,2.00,
513548,SHARDA ISPAT,XT,Q,89.00,94.45,85.50,93.25,93.25,90.00,10,531,48451.00,
513554,MAHA STEEL  ,B ,Q,65.00,67.65,61.00,62.20,63.00,65.35,99,34207,2239464.00,
513558,REAL STRIPS ,XT,Q,12.60,12.60,12.54,12.54,12.54,12.79,4,1271,15999.00,
513566,NOVA IRON&ST,XT,Q,7.34,7.36,7.34,7.36,7.36,7.71,5,101,741.00,
513597,SURANA INDS ,T ,Q,2.31,2.31,2.31,2.31,2.31,2.43,2,15,34.00,
513599,HIND.COPPER ,A ,Q,63.35,65.00,62.35,63.40,63.40,63.35,2492,674333,42706785.00,
513605,SRIPIPES    ,B ,Q,312.60,320.00,303.30,317.85,317.85,309.95,413,50983,15723572.00,
513642,AXEL POLYMER,XT,Q,23.65,23.65,21.80,21.80,21.80,22.90,16,786,17475.00,
513683,NLCINDIA    ,A ,Q,86.80,87.90,85.00,86.40,86.40,91.10,651,118942,10242326.00,XD
513687,SPECTRA IND.,X ,Q,21.45,21.80,20.10,20.50,20.30,20.85,27,3425,71073.00,
513691,JMT AUTO LTD,B ,Q,4.23,4.25,4.02,4.02,4.02,4.23,67,78049,316353.00,
513693,KIC METALIKS,X ,Q,156.85,157.00,156.85,157.00,157.00,159.95,10,790,124022.00,
513703,KUMAR WIRE  ,XT,Q,44.85,44.85,44.85,44.85,44.85,47.20,1,10,448.00,
513709,SHILP GRAVUR,X ,Q,129.00,139.00,124.70,132.75,133.35,119.90,586,29506,3938321.00,
513713,WHITEORG    ,X ,Q,111.50,111.50,104.70,105.20,105.20,110.20,222,29350,3138245.00,
513729,ARO GRANITE ,B ,Q,54.10,56.75,54.10,54.65,55.00,54.90,119,19378,1063332.00,
514010,HIM.FIBRES  ,X ,Q,5.80,5.80,4.56,5.30,5.30,5.29,22,5489,28998.00,
514028,RAJKAMAL SYN,XT,Q,17.50,17.80,17.00,17.80,17.80,17.00,19,32300,560142.00,
514030,DEEPAK SPINN,X ,Q,86.00,91.00,82.30,82.30,82.30,82.15,24,1198,102078.00,
514034,JBF IND.LTD ,B ,Q,97.95,102.50,89.00,91.60,91.60,94.95,880,105978,10156387.00,
514036,LOY.TEX MILL,X ,Q,561.00,561.00,561.00,561.00,561.00,570.00,1,4,2244.00,
514043,HIMAT.SEIDE ,B ,Q,337.00,343.85,333.00,336.20,341.00,340.30,443,12814,4324338.00,
514045,BSL LTD.    ,B ,Q,53.00,53.00,49.70,50.30,50.20,52.30,48,12727,642164.00,
514087,PBM POLYTEX ,X ,Q,82.90,83.95,81.00,82.95,83.10,82.90,12,814,67196.00,
514113,ADHINATH TEX,XT,Q,5.36,5.36,5.36,5.36,5.36,5.64,1,1,5.00,
514138,SURYALATA SP,X ,Q,137.00,138.00,135.00,138.00,138.00,137.95,10,1335,180756.00,
514142,TT LTD.     ,B ,Q,78.25,84.00,76.60,81.05,84.00,79.00,70,8060,633909.00,
514162,WELSPUN (I) ,A ,Q,58.70,59.80,58.20,59.25,59.25,59.00,755,164312,9710941.00,
514165,IND.ACRYLICS,X ,Q,13.00,15.20,13.00,13.85,13.85,13.15,318,447282,6058243.00,
514167,GANESH ECOSP,B ,Q,320.05,333.00,320.05,332.05,333.00,315.15,210,47350,15614704.00,
514171,CEETA IND.  ,XT,Q,6.49,6.49,6.49,6.49,6.49,6.83,4,666,4322.00,
514175,VARDHMAN POL,B ,Q,20.50,20.50,19.00,19.25,19.25,20.35,98,18182,362048.00,
514183,BLA ROS IND ,XT,Q,44.00,44.35,43.00,43.85,44.00,42.25,68,43539,1910173.00,
514211,SUMEET INDUS,B ,Q,20.00,20.90,16.05,16.10,16.10,20.05,2524,1036272,18048702.00,
514215,BINNY LTD.  ,X ,Q,207.00,207.40,192.60,206.15,207.40,197.55,50,9521,1911556.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,9,1665,316.00,
514223,RAMGOPAL POL,T ,Q,13.51,13.51,13.51,13.51,13.51,14.22,3,250,3377.00,
514234,SANGAM INDIA,B ,Q,127.15,127.90,120.60,124.15,124.15,125.15,127,50882,6321587.00,
514238,IKAB SEC.   ,X ,Q,17.00,17.00,17.00,17.00,17.00,17.00,2,77265,1313505.00,
514264,SEASONS TEXT,SS,Q,20.65,20.65,20.65,20.65,20.65,19.85,1,1,20.00,
514266,ZENITH FIBRE,XT,Q,89.20,97.00,89.10,96.30,96.30,93.65,32,12417,1119504.00,
514274,AARVEE DENIM,B ,Q,40.55,40.55,39.00,39.10,39.00,41.50,45,6597,260476.00,
514286,ASHIMA LTD. ,B ,Q,23.50,27.10,23.35,25.80,25.25,24.00,583,258836,6485517.00,
514300,PIONEER EMB ,B ,Q,30.15,31.00,29.00,29.20,29.20,30.20,99,29164,865890.00,
514302,VIPPY SPIN. ,X ,Q,45.05,48.75,45.05,47.00,47.00,45.05,25,14363,686432.00,
514316,RAGHUVIR SYN,XT,Q,149.00,150.00,149.00,149.00,149.00,155.00,8,3190,475460.00,
514322,KAMADGIRI   ,X ,Q,112.00,113.00,110.55,113.00,113.00,112.85,16,937,105447.00,
514326,PATSPIN INDI,B ,Q,14.00,14.00,13.45,13.45,13.45,14.15,19,10638,144011.00,
514330,OVERSEAS SYN,XT,Q,8.50,9.00,8.50,8.89,9.00,8.85,43,144010,1279965.00,
514348,WINSOME YRN ,T ,Q,2.08,2.08,2.08,2.08,2.08,2.12,2,465,967.00,
514378,YARN SYNDICA,XT,Q,4.05,4.05,4.05,4.05,4.05,4.05,1,291,1178.00,
514394,AJIL        ,X ,Q,59.90,60.00,54.00,56.80,60.00,53.40,28,5233,297038.00,
514412,SARUPINDUS  ,X ,Q,61.00,61.00,61.00,61.00,61.00,61.50,1,50,3050.00,
514418,MANORG      ,X ,Q,197.10,200.00,191.00,191.30,191.30,197.10,127,11654,2264152.00,
514428,HINDU.ADHESI,X ,Q,111.90,111.95,111.90,111.95,111.95,111.15,2,200,22385.00,
514442,SRI KPR IND ,XT,Q,26.85,26.85,26.85,26.85,26.85,25.60,1,1,26.00,
514448,JYOTI RESINS,XT,Q,64.45,71.00,64.45,71.00,71.00,67.70,5,1457,94504.00,
514450,MAHA.RUBTECH,X ,Q,46.90,49.95,46.90,49.20,49.10,49.00,23,1407,69526.00,
514470,WIMSOME TEXT,B ,Q,40.00,40.00,37.20,38.80,38.50,41.40,87,27577,1062549.00,
514474,FAIRDEAL FIL,X ,Q,63.55,69.75,63.55,65.95,65.95,66.75,87,8013,526930.00,
514484,THAMBI MOD. ,XT,Q,5.50,5.50,5.09,5.09,5.09,5.35,3,199,1053.00,
515030,ASAHI IN.GLA,B ,Q,332.00,333.00,330.00,330.95,330.00,330.00,74,9455,3125805.00,
515037,MURD.CERAM  ,B ,Q,32.10,32.85,30.65,31.35,31.35,32.85,162,27279,859831.00,
515043,SAINT-GOBAIN,X ,Q,55.00,56.50,52.90,53.30,53.30,55.10,611,175367,9448539.00,
515055,ANANTRAJ    ,B ,Q,46.85,49.05,46.35,48.65,48.65,46.85,1466,363198,17277971.00,
515059,MADHUS.IND. ,XT,Q,15.65,15.65,15.65,15.65,15.65,14.95,1,150,2347.00,
515085,RESTILE CER.,X ,Q,5.68,6.80,5.68,5.91,6.80,6.10,3,1002,5922.00,
515093,MADHAV MARB.,B ,Q,48.20,49.00,47.35,47.45,47.95,49.20,19,5680,273266.00,
515127,RAMASIGNS   ,X ,Q,18.35,18.35,16.55,16.65,16.55,18.05,15,3865,68080.00,
515145,HIND.NAT.GLS,B ,Q,106.00,110.00,102.80,103.90,109.90,112.60,52,1145,118645.00,
515147,HALDYN GLASS,X ,Q,37.30,38.75,36.75,37.45,37.95,38.05,119,44440,1655039.00,
516003,SARDA PLY.  ,ST,Q,119.00,119.00,109.25,109.55,109.25,115.00,18,2177,243164.00,
516007,MANGALAM TIM,B ,Q,24.40,24.45,22.80,23.00,23.00,24.00,57,7080,164043.00,
516016,SHREYANS IND,B ,Q,142.65,144.80,135.95,143.10,141.10,142.25,140,5470,765768.00,
516022,STAR PAPER  ,B ,Q,201.85,209.35,194.95,202.20,201.15,199.75,477,18727,3755118.00,
516030,YASH PAPERS ,X ,Q,64.50,66.50,64.00,66.25,66.25,64.55,362,62251,4088464.00,
516064,ARROWGREEN  ,B ,Q,258.00,260.00,250.00,250.80,250.80,258.70,124,26489,6678940.00,
516072,VISHNU CHEM ,B ,Q,271.00,275.00,258.50,272.45,270.50,272.10,19,690,180805.00,
516078,JUMBO BAG   ,Z ,Q,14.65,14.65,14.60,14.60,14.60,15.30,5,531,7764.00,
516082,N.R.AGARWAL ,B ,Q,427.15,434.80,420.00,427.40,422.15,423.85,210,8903,3798287.00,
516086,SH.RAJES.PAP,XT,Q,13.52,13.52,13.52,13.52,13.52,14.23,1,150,2028.00,
516092,PUDMJEE IND ,B ,Q,12.00,13.40,12.00,12.30,12.30,12.10,19,4936,61868.00,
516096,SANGAL PAPER,XT,Q,102.35,102.35,102.35,102.35,102.35,107.70,1,1,102.00,
516106,SH.KARTHIK P,X ,Q,15.60,15.60,14.90,15.30,15.30,14.90,14,12580,190303.00,
516108,S.I.PAPER   ,XT,Q,115.00,118.00,113.20,113.40,113.25,118.80,31,13771,1575234.00,
516110,SCANDENT    ,XT,Q,17.10,17.95,16.25,17.50,17.50,17.10,9,2520,43357.00,
517015,VINDHYA TELE,B ,Q,974.30,1005.05,970.05,985.15,985.15,989.25,107,33365,32866335.00,
517035,RUTTONSHA IN,X ,Q,44.65,46.65,44.65,46.65,46.65,46.95,8,704,31511.00,
517041,ADORWELDING ,B ,Q,375.55,385.45,371.60,379.15,385.00,378.45,116,5402,2055782.00,
517059,SALZER ELEC ,B ,Q,197.95,197.95,194.15,195.20,195.20,196.35,114,6940,1357300.00,
517063,JETINFOTRAN ,X ,Q,57.00,59.00,55.00,56.05,56.00,57.10,9,954,53485.00,
517080,HIGHGROUND  ,B ,Q,10.29,10.29,9.60,9.73,9.79,10.08,86,39035,381633.00,
517119,PCS TECH    ,X ,Q,19.00,21.45,18.30,19.10,19.20,18.75,57,6795,130642.00,
517140,MOSER BEAR  ,T ,Q,3.70,3.75,3.55,3.56,3.56,3.72,128,99468,357580.00,
517146,USHA MART.LT,B ,Q,18.70,19.00,18.05,18.40,18.40,18.30,425,150250,2769096.00,
517164,ZENITH COMP.,XT,Q,1.43,1.57,1.43,1.43,1.43,1.50,10,4966,7103.00,
517166,SPEL SEMICON,X ,Q,11.27,11.27,10.35,10.62,11.00,10.80,44,49627,531920.00,
517168,SUBROS LTD. ,B ,Q,285.00,297.90,280.10,293.80,290.20,287.95,356,16193,4622672.00,
517174,HONEYWELL   ,B ,Q,15433.35,15899.00,14947.90,15718.30,15723.00,15437.80,68,141,2164881.00,
517206,LUMAX IND   ,B ,Q,2211.15,2220.00,2175.05,2193.05,2200.00,2193.10,71,2177,4790154.00,
517214,SPICEMOBI   ,B ,Q,15.80,16.00,15.25,16.00,16.00,16.40,23,11316,177865.00,
517224,SUJANA INDUS,T ,Q,0.68,0.68,0.68,0.68,0.68,0.71,14,20129,13687.00,
517228,TREND ELECT ,Z ,Q,11.68,11.68,11.68,11.68,11.68,11.69,1,100,1168.00,
517236,CALCOM VISIO,X ,Q,13.68,13.68,12.90,13.68,13.68,13.50,8,1169,15357.00,
517238,DYNAVISION  ,XT,Q,61.50,61.50,61.50,61.50,61.50,58.95,1,1,61.00,
517258,PRECISION EL,ST,Q,33.10,33.10,33.10,33.10,33.10,34.80,5,2900,95990.00,
517264,FINELINE CI ,XT,Q,10.60,10.60,10.60,10.60,10.60,11.13,1,100,1060.00,
517271,HBL P SYS   ,B ,Q,46.00,46.25,42.65,45.80,45.80,44.20,843,187021,8273160.00,
517288,GUJARATPOLY ,XT,Q,13.30,13.30,13.30,13.30,13.30,14.00,2,364,4841.00,
517300,GUJ.IND.POW.,B ,Q,98.50,98.50,96.25,97.00,97.00,97.50,170,25694,2502271.00,
517330,CMI LTD.    ,B ,Q,214.15,215.95,207.60,211.45,213.80,215.15,161,9281,1953429.00,
517334,MOTHERSON SS,A ,Q,308.50,318.30,306.20,315.75,315.00,306.00,1188,698061,216819217.00,
517344,MINDTECK (I),B ,Q,54.90,54.95,51.10,52.30,51.50,52.90,164,15254,822415.00,
517354,HAVELLSINDIA,A ,Q,492.00,494.00,487.50,492.95,492.95,490.75,676,26322,12931572.00,
517370,INCAP LTD.  ,XT,Q,90.00,91.00,82.45,88.00,88.00,86.70,28,5092,454256.00,
517372,GUJ.INTRUX  ,X ,Q,91.20,96.70,91.20,96.70,96.70,93.85,2,3359,306351.00,
517380,IGARSHI MOT ,B ,Q,800.20,810.00,788.00,795.25,795.25,804.75,83,3348,2673663.00,
517385,SYMPHONY    ,A ,Q,1728.00,1752.25,1703.05,1729.05,1718.80,1714.90,220,2560,4425702.00,
517393,VINTRON INF.,XT,Q,0.55,0.55,0.55,0.55,0.55,0.56,1,13211,7266.00,
517411,SHYAM TELEC.,B ,Q,23.10,23.10,22.55,23.05,23.05,22.00,86,21514,496202.00,
517415,LEE&NEE SOFT,XT,Q,3.04,3.04,3.04,3.04,3.04,3.10,1,325,988.00,
517417,PATEL AIRTEM,X ,Q,164.25,168.85,156.95,160.75,159.00,166.85,86,11211,1789376.00,
517421,BFLYGANDHI  ,B ,Q,480.00,496.90,476.25,496.90,496.90,473.25,114,7989,3888987.00,
517429,ATHENAGLO   ,XT,Q,14.90,14.90,14.90,14.90,14.90,15.65,1,100,1490.00,
517437,DUTRON POLY.,XT,Q,129.00,129.00,129.00,129.00,129.00,123.50,1,5,645.00,
517447,R.S.SOFTWARE,B ,Q,53.30,53.75,50.80,51.40,51.60,53.55,159,19701,1037072.00,
517449,MAGNA ELECTR,X ,Q,159.00,170.00,159.00,166.85,170.00,160.40,56,2977,491824.00,
517467,MARSONS     ,XT,Q,3.55,3.58,3.38,3.38,3.38,3.55,35,51413,174362.00,
