SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532424,GODREJ CONS ,A ,Q,1094.70,1123.05,1088.45,1101.35,1102.00,1091.45,1371,35606,39510635.00,
532430,BF UTILI    ,A ,Q,363.15,375.40,359.10,369.95,369.95,366.50,2811,137677,50739951.00,
532432,UNITD SPR   ,B ,Q,3114.70,3120.00,3058.00,3108.85,3108.85,3080.60,1259,17731,54690107.00,
532439,GOLDST INFRA,B ,Q,183.00,186.15,177.35,179.85,179.85,182.10,348,54537,9814658.00,
532440,MPS LTD     ,B ,Q,515.25,522.80,500.90,506.60,505.60,521.90,176,4707,2398681.00,
532443,CERA SANITAR,B ,Q,3150.05,3270.00,3111.95,3245.25,3240.00,3184.40,232,2041,6582050.00,
532444,T. SPIRITUAL,X ,Q,0.96,0.96,0.88,0.96,0.96,0.92,21,20790,19909.00,
532454,BHARTI ARTL ,A ,Q,412.00,422.95,406.70,421.65,421.65,411.15,2070,151975,62951609.00,
532455,SHALIMAR WIR,X ,Q,16.65,17.50,16.55,16.55,16.55,17.40,44,3665,61194.00,
532456,COMPUAGE INF,B ,Q,35.00,36.95,34.85,36.65,36.65,35.20,165,53288,1884684.00,
532457,GULSHAN POLY,B ,Q,67.00,68.75,65.85,66.30,66.00,67.40,111,69739,4655397.00,
532459,AUNDE IND   ,XT,Q,55.15,59.90,55.15,57.00,57.00,57.60,13,1189,67898.00,
532460,PONNI SUG(ER,B ,Q,149.20,153.90,148.00,148.00,148.00,151.00,21,616,91359.00,
532461,PUNJAB NATIO,A ,Q,93.60,96.45,93.10,95.75,95.75,93.15,6384,2073355,196599556.00,
532466,ORACLE FIN  ,A ,Q,3760.20,3760.65,3730.00,3749.65,3758.00,3802.25,163,688,2579337.00,
532468,KAMAHOLDING ,B ,Q,3921.05,4200.00,3895.00,4000.30,4000.10,3966.00,119,2316,9199162.00,
532475,APTECH LTD  ,B ,Q,282.10,284.20,276.60,279.95,276.60,280.25,998,69602,19535987.00,
532477,UNION BANK L,A ,Q,87.00,91.70,85.95,91.00,91.00,86.85,3715,1202847,107509525.00,
532478,UNITED BREWA,A ,Q,964.00,966.40,908.00,961.60,957.00,942.85,946,19488,18353691.00,
532479,ISMT LTD    ,B ,Q,9.10,9.95,9.08,9.08,9.08,9.55,58,56300,512591.00,
532480,ALLAHABAD BK,A ,Q,46.80,48.90,46.10,48.35,48.35,46.70,1121,341294,16169959.00,
532481,NOIDA-TOLL B,B ,Q,11.95,11.96,11.63,11.81,11.67,11.98,152,68568,806895.00,
532482,GRANULES (I),A ,Q,101.20,105.15,101.00,104.35,104.35,103.35,1206,185449,19243410.00,
532483,CANARA BANK ,A ,Q,243.50,274.20,241.25,269.85,269.85,244.80,6750,1173413,304238571.00,
532485,BALMER LA.IN,B ,Q,368.80,394.95,366.60,389.60,394.95,366.20,198,7150,2728460.00,
532486,POKARNA LTD ,B ,Q,191.00,193.95,178.00,184.45,184.45,191.00,167,20460,3810356.00,
532488,DIVI'S LAB. ,A ,Q,1035.00,1063.00,1026.50,1057.25,1057.25,1035.45,1260,482391,505159058.00,
532493,ASTRA MICRO ,A ,Q,78.40,78.60,76.10,77.20,76.15,78.60,433,55575,4308293.00,
532497,RADICOKHAIT ,A ,Q,343.50,351.65,343.10,347.40,347.40,345.30,1447,108760,37854507.00,
532498,SHRMCITYUN  ,A ,Q,2047.70,2169.00,2017.00,2086.95,2160.00,2040.35,114,307,637492.00,
532500,MARUTISUZUK ,A ,Q,8635.00,8800.00,8609.65,8772.55,8772.55,8611.50,3403,25485,222035824.00,
532503,RAJAPAMILLS ,X ,Q,1032.25,1045.00,1010.00,1029.35,1029.35,1032.50,106,4269,4388868.00,
532504,NAVIN FLUORI,A ,Q,754.00,755.00,724.15,749.85,746.00,741.60,378,8600,6328094.00,
532505,UCOBANK     ,A ,Q,21.85,22.10,21.00,21.40,21.40,21.65,495,115048,2489704.00,
532507,BAG FIL MED ,B ,Q,4.70,4.70,4.45,4.45,4.45,4.68,122,189579,847739.00,
532508,JSL         ,B ,Q,79.30,80.50,74.20,75.20,75.20,80.25,1184,188293,14560828.00,
532509,SUPRAJIT ENG,B ,Q,272.00,278.00,263.05,274.80,274.80,273.55,313,21517,5761677.00,
532511,EXCEL CROP. ,B ,Q,3067.75,3080.50,2980.30,3029.75,3029.75,3065.90,194,1073,3240743.00,
532513,TVSELE      ,B ,Q,336.50,348.00,331.05,341.65,341.65,340.35,307,15003,5104191.00,
532514,INDRA GAS   ,A ,Q,286.00,286.00,273.55,282.55,282.55,282.75,3753,138517,38766240.00,
532515,TV TODAY    ,B ,Q,490.15,519.95,490.15,511.00,511.00,497.25,1337,37144,18934078.00,
532518,FLORENCE    ,X ,Q,1700.00,1765.00,1700.00,1714.95,1739.90,1790.00,35,778,1347462.00,
532521,PALRED      ,B ,Q,70.00,70.00,66.90,67.10,67.00,69.30,36,3733,251237.00,
532522,PETRONET LNG,A ,Q,230.05,233.20,224.45,226.10,226.10,232.35,1562,124233,28270799.00,
532523,BIOCON LTD. ,A ,Q,571.50,579.05,568.00,574.80,574.80,571.30,2160,82793,47525264.00,
532524,PTC INDIA   ,A ,Q,85.50,86.05,82.75,85.00,85.00,85.70,840,121113,10185880.00,
532525,BANK MAHA   ,B ,Q,13.95,13.95,13.50,13.60,13.60,13.75,431,241720,3291576.00,
532527,RK FORGINGS ,B ,Q,703.40,739.60,687.40,730.70,737.00,706.45,399,5777,4141293.00,
532528,DATAM GLOB  ,B ,Q,105.00,105.25,102.00,103.30,103.30,105.25,292,24792,2570040.00,
532529,NDTV        ,B ,Q,42.15,43.00,40.85,41.60,41.55,43.00,86,44265,1852238.00,
532531,STAR        ,A ,Q,688.00,693.00,676.60,683.15,685.00,686.70,1314,19375,13232437.00,
532532,JAIPRA      ,A ,Q,16.90,18.45,16.80,18.20,18.20,17.05,6654,10724221,191485473.00,
532538,ULTRATECH CM,A ,Q,3870.00,3966.70,3828.55,3946.95,3952.50,3875.75,782,4668,18210647.00,
532539,MINDA IND   ,B ,Q,1050.00,1075.00,1049.00,1057.65,1050.00,1048.90,403,5790,6147659.00,
532540,TCS LTD.    ,A ,Q,2816.70,2822.90,2782.30,2813.05,2813.05,2816.45,3727,148180,416886426.00,
532541,NIITTECH    ,A ,Q,881.00,909.95,863.00,900.50,900.50,896.70,2838,75712,67324445.00,
532543,GULFPETRO   ,B ,Q,74.05,76.90,72.50,74.60,74.60,73.95,139,10102,752753.00,
532548,CENTURYPLY  ,A ,Q,308.00,328.00,305.25,322.00,322.00,308.00,641,2627896,826619295.00,
532553,WELENT      ,B ,Q,147.90,153.00,145.20,147.45,147.45,151.15,1092,1735527,259946993.00,
532555,NTPC LTD    ,A ,Q,170.00,171.10,168.85,170.10,171.00,170.15,766,113298,19282381.00,
532604,SALSTEEL    ,B ,Q,6.95,7.54,6.85,6.86,6.85,7.21,69,65816,456499.00,
532605,JBM AUTO    ,B ,Q,396.00,396.00,376.15,385.55,384.20,388.70,553,18694,7155050.00,
532609,BHARATIDIL  ,Z ,Q,4.90,5.00,4.82,4.82,4.82,5.07,73,24015,117169.00,
532610,DWAR SUGAR  ,B ,Q,25.05,26.15,24.05,25.65,25.85,25.05,950,424423,10698622.00,
532612,INDOCO REM  ,B ,Q,237.10,248.00,234.00,244.10,240.50,237.00,313,107304,25168159.00,
532613,VIPCLOTHNG  ,B ,Q,52.55,56.50,52.55,55.95,56.50,54.15,248,95990,5293359.00,
532616,XCHANGING   ,B ,Q,56.75,57.30,56.30,56.35,56.30,56.70,15,3030,171511.00,
532617,JETAIRWAYS  ,A ,Q,619.40,624.40,605.00,614.80,614.80,619.40,3235,186132,114190772.00,
532621,MORARJETEX  ,B ,Q,40.00,40.35,38.00,38.80,38.50,38.55,90,15046,583437.00,
532622,GATEWAY DIST,A ,Q,173.50,180.60,171.00,173.65,173.65,172.60,269,21006,3652998.00,
532624,JINDALPH    ,B ,Q,55.50,56.15,53.30,54.05,54.00,55.70,15,302,16347.00,
532626,PONDY OXIDES,X ,Q,485.35,490.35,470.00,474.85,473.00,490.35,582,21528,10248805.00,
532627,JPPOWER     ,B ,Q,5.00,5.15,4.95,5.02,5.02,4.94,447,1025641,5163560.00,
532628,3I INFOTECH ,B ,Q,4.90,5.28,4.90,5.08,5.08,5.06,498,1471729,7439740.00,
532629,MCNALLYB    ,B ,Q,59.50,60.45,58.55,60.05,60.00,58.85,25,6181,366449.00,
532630,GOKALDAS    ,B ,Q,84.05,85.95,81.35,84.50,84.50,84.65,363,60498,5078120.00,
532633,ALLSEC TECH ,B ,Q,345.80,347.00,332.20,336.50,336.50,346.85,90,3828,1287337.00,
532636,IIFL        ,A ,Q,717.00,730.00,708.95,718.35,718.35,712.40,966,13203,9488760.00,
532637,MAN DRUGORG ,B ,Q,162.00,166.00,159.70,164.15,164.15,162.55,312,18526,3000971.00,
532638,SHOPPER STOP,A ,Q,533.95,533.95,510.55,522.85,522.85,523.00,295,104754,54581951.00,
532640,CYBER MEDIA ,T ,Q,14.75,14.75,14.75,14.75,14.75,15.50,1,20,295.00,
532641,NDL         ,B ,Q,126.00,130.00,122.70,126.25,125.30,127.10,141,11615,1464134.00,
532642,JSWHL       ,B ,Q,1662.85,1709.50,1648.10,1660.95,1658.00,1649.55,108,775,1299081.00,
532644,JK CEMENT   ,B ,Q,1000.10,1009.90,990.00,997.55,992.10,1014.70,290,319801,321055215.00,
532646,UNIPLY IND  ,B ,Q,370.50,375.00,364.25,366.10,366.10,372.95,118,21269,7854234.00,
532647,PROVOGUE IND,B ,Q,4.22,4.43,4.01,4.02,4.13,4.22,78,116814,471841.00,
532648,YES BANK    ,A ,Q,285.20,304.90,285.20,302.95,302.95,286.70,9018,1467866,431964119.00,
532649,NECTAR LIFE ,B ,Q,26.45,27.00,25.30,25.70,25.70,26.50,450,259870,6708773.00,
532650,MSP STEEL   ,B ,Q,17.80,17.80,17.80,17.80,17.80,18.70,2,400,7120.00,
532651,SPL INDS    ,B ,Q,21.35,22.60,21.35,22.60,22.60,22.15,8,786,17734.00,
532652,KARNATAKA BK,A ,Q,116.00,119.90,114.55,118.70,118.70,116.50,1608,432118,50719457.00,
532654,MCLEOD RUSSE,A ,Q,139.00,142.05,139.00,140.35,140.35,140.50,305,30041,4225766.00,
532656,FACOR ALLOYS,X ,Q,2.30,2.44,2.26,2.32,2.31,2.34,74,126496,294822.00,
532658,EON ELECT   ,B ,Q,77.05,77.05,73.95,74.25,74.00,76.85,45,3115,234230.00,
532659,IDFC        ,A ,Q,49.00,49.40,48.40,49.00,49.00,49.20,989,577919,28181053.00,
532660,VIVIMED LABS,B ,Q,72.00,73.95,70.80,73.15,72.70,72.80,703,154284,11139356.00,
532661,RANE MADRAS ,B ,Q,855.00,867.45,845.00,857.00,857.00,859.60,125,839,719395.00,
532662,HT MEDIA    ,B ,Q,81.95,88.95,81.65,84.55,84.55,82.40,749,65181,5481399.00,
532663,SASKEN      ,B ,Q,659.00,689.95,659.00,678.65,684.00,661.45,76,1639,1105630.00,
532665,RAJVIR IND  ,T ,Q,38.15,38.15,38.15,38.15,38.15,39.20,1,150,5722.00,
532666,FCS SOFTWARE,T ,Q,0.35,0.35,0.35,0.35,0.35,0.34,23,64975,22741.00,
532667,SUZLONENERGY,A ,Q,10.86,11.14,10.80,11.05,11.05,10.87,2708,6094628,66646970.00,
532668,AURIONPRO SO,B ,Q,215.45,222.50,209.40,220.70,220.70,210.50,415,18773,4057591.00,
532669,SOUTHBIOTEC ,XT,Q,2.22,2.33,2.11,2.30,2.33,2.22,17,20304,44364.00,
532670,RENUKA SUGAR,A ,Q,15.30,15.40,15.25,15.30,15.30,15.30,273,437543,6703257.00,
532673,KM SUGARMILL,B ,Q,10.00,10.00,9.20,9.51,9.43,10.11,90,34959,331175.00,
532674,BANNARI AMMA,B ,Q,234.00,245.00,225.00,230.00,234.75,233.90,51,2096,484138.00,
532676,PBA INFRASTR,T ,Q,12.88,13.00,12.45,12.45,12.45,12.88,9,1910,24421.00,
532678,BOMBAY RAYON,B ,Q,44.00,46.70,43.25,43.70,43.25,45.50,171,27400,1200085.00,
532679,SORILINFRA  ,B ,Q,193.00,205.70,192.00,202.40,202.40,195.95,492,40637,8224716.00,
532682,ABG SHIPYARD,Z ,Q,8.42,8.42,8.42,8.42,8.42,8.86,19,8774,73877.00,
532683,AIAENGINEER ,A ,Q,1422.90,1428.00,1410.80,1417.00,1413.00,1411.55,70,373,529312.00,
532684,EVEREST KANT,B ,Q,41.45,41.80,39.25,40.15,40.15,41.40,719,163389,6583390.00,
532686,KERNEX MICRO,Z ,Q,37.10,38.50,36.70,38.30,37.40,38.55,27,18644,695642.00,
532687,REPRO INDIA ,B ,Q,633.00,633.00,604.05,608.50,607.50,614.70,183,2032,1237771.00,
532689,PVR LTD     ,A ,Q,1217.00,1239.15,1191.50,1224.80,1228.65,1229.25,1619,20379,24798702.00,
532690,RAMSARUP IND,T ,Q,1.45,1.45,1.40,1.40,1.40,1.44,3,450,632.00,
532692,RADHA MADHAV,B ,Q,25.50,29.00,25.40,28.15,28.15,25.00,1449,118102,3197018.00,
532693,PUNJ LLOYD  ,B ,Q,16.00,16.40,15.80,15.95,15.95,16.30,640,436381,6972549.00,
532694,BARTRONICSIN,B ,Q,9.65,9.90,9.59,9.60,9.60,10.09,73,23059,222948.00,
532695,CELEBRITYFAS,B ,Q,14.95,15.35,14.40,14.65,14.65,14.55,113,49560,743763.00,
532696,EDUCOMP SOLN,Z ,Q,4.75,4.93,4.71,4.75,4.71,4.95,93,50630,244461.00,
532698,NITINSPINNER,B ,Q,96.20,98.00,95.80,96.95,98.00,97.45,201,22695,2192196.00,
532699,ROYALORCH   ,B ,Q,165.05,169.85,162.45,167.15,167.15,165.00,74,4295,707857.00,
532700,ENT NETWORK ,B ,Q,684.10,720.00,673.00,707.40,706.00,684.10,82,2094,1441212.00,
532701,SREE SAKTHI ,ST,Q,7.84,8.35,7.84,8.35,8.35,8.25,2,185,1493.00,
532702,GUJ PETRONET,A ,Q,180.80,185.30,176.55,182.60,182.60,181.70,986,26120,4702631.00,
532705,JAGRAN PRAK ,B ,Q,165.95,169.00,161.85,166.05,166.05,165.15,183,9028,1481496.00,
532706,INOX LEISURE,A ,Q,261.00,268.50,260.00,267.40,267.40,261.45,98,4777,1261713.00,
532707,DYNEMIC PRO ,B ,Q,180.05,183.95,178.55,180.10,180.10,182.05,55,3108,559230.00,
532708,GVK POWERINF,B ,Q,13.60,14.00,13.30,14.00,14.00,13.35,1338,888922,12195256.00,
532710,SADBHAV ENGG,A ,Q,394.65,397.00,380.00,393.45,397.00,383.70,187,6403,2468834.00,
532711,SUNIL HITECH,B ,Q,8.99,8.99,8.10,8.27,8.27,8.88,1271,940027,7998431.00,
532712,REL COM LTD ,A ,Q,22.80,23.80,22.65,23.35,23.35,22.75,5667,6656111,154245607.00,
532713,SAKUMA EXPO ,B ,Q,143.50,145.00,140.60,140.85,144.90,148.00,51,4755,673737.00,
532714,KEC INTERN  ,A ,Q,385.05,394.75,380.00,385.90,385.00,384.75,1094,504422,193261330.00,
532715,GITANJALI GE,B ,Q,9.20,9.20,9.20,9.20,9.20,9.65,34,5004,46036.00,
532716,GILLA ARBUT ,B ,Q,63.00,63.70,61.10,62.25,63.70,61.80,31,21927,1380058.00,
532717,INDOTECHTR  ,B ,Q,170.00,172.95,165.00,165.30,165.30,169.00,180,8595,1431894.00,
532718,PRATIBHA IND,T ,Q,6.00,6.00,5.70,5.71,5.71,5.99,65,38495,221462.00,
532719,BL KASHYAP  ,B ,Q,40.05,42.40,39.00,41.90,41.60,39.80,408,74778,3031115.00,
532720,M&M FINANSER,A ,Q,426.90,441.20,426.90,437.90,437.90,426.30,683,34173,14894705.00,
532721,VISA STEEL  ,B ,Q,14.45,14.95,14.45,14.50,14.50,15.20,45,13417,194071.00,
532722,NITCO TILES ,B ,Q,99.90,101.00,95.50,99.50,97.25,98.70,514,83063,8115452.00,
532725,SOLAR IND   ,B ,Q,1011.20,1044.90,994.00,1019.35,1044.00,1001.25,214,1133,1142142.00,
532726,GALLAN METAL,T ,Q,40.00,40.00,40.00,40.00,40.00,41.70,5,1647,65880.00,
532727,ADHUNIK MET ,B ,Q,3.61,3.83,3.51,3.61,3.60,3.69,47,189188,679437.00,
532728,MALU PAPER  ,B ,Q,30.00,31.00,30.00,30.55,30.50,30.65,19,5474,166068.00,
532729,UTTAM SUGAR ,B ,Q,95.10,104.20,91.35,92.95,92.00,99.55,180,10525,1015897.00,
532730,STL GLOBAL  ,B ,Q,15.50,16.75,15.50,16.50,16.55,15.85,9,9362,154170.00,
532731,ROHIT FERRO ,B ,Q,2.72,2.85,2.66,2.66,2.66,2.79,29,13609,36359.00,
532732,KEWAL KIRAN ,B ,Q,1502.50,1502.50,1500.00,1501.40,1500.00,1525.25,6,55,82577.00,
532733,SUN TVNET   ,A ,Q,836.00,867.50,814.10,862.90,867.50,831.20,3210,83038,69952895.00,
532734,GODAWARI POW,B ,Q,441.00,455.00,429.50,438.70,438.70,442.15,582,37409,16454184.00,
532735,RSYSTEMINT  ,B ,Q,34.00,35.45,34.00,34.60,35.00,33.85,52,7806,269970.00,
532737,EMKAY GLOB F,B ,Q,148.25,153.00,146.00,152.85,152.00,150.80,93,2865,431477.00,
532738,TANTIA CONS ,T ,Q,12.35,12.35,12.35,12.35,12.35,13.00,4,138,1704.00,
532740,LOKESH MACH ,B ,Q,50.85,51.95,50.40,51.10,51.10,50.20,135,31046,1580884.00,
532741,KAMDHENU    ,B ,Q,248.15,248.15,237.60,244.50,244.50,248.00,20,740,178759.00,
532742,PAUSHAK LTD ,X ,Q,1370.00,1370.00,1301.80,1319.35,1320.00,1370.30,88,1070,1406332.00,
532744,GTN TEXTILE ,B ,Q,14.65,15.85,14.65,15.00,15.20,15.35,16,11101,167427.00,
532745,INDICAP     ,XT,Q,61.50,62.00,58.45,60.10,61.25,61.50,80,251778,15405935.00,
532746,UNITY INFRA ,B ,Q,4.75,4.75,4.56,4.56,4.56,4.79,11,4630,21343.00,
532748,PRIME FOCUS ,B ,Q,82.30,87.50,81.95,86.50,87.05,84.90,56,2629,221876.00,
532749,ALLCARGO    ,B ,Q,148.50,150.80,144.75,149.65,149.65,147.75,612,75068,10979534.00,
532751,EASUNREYRL  ,B ,Q,14.55,14.85,13.90,14.00,14.00,14.55,47,22408,315343.00,
532754,GMR INFRASTR,A ,Q,16.90,17.05,16.50,16.95,16.95,16.70,1883,5945501,100373542.00,
532755,TECH MAH    ,A ,Q,625.00,628.10,616.50,619.30,619.30,623.55,1262,65329,40564316.00,
532756,MAHINDCIE   ,A ,Q,210.00,210.40,204.00,207.10,210.00,206.55,715,63553,13153874.00,
532757,VOLTAMP TRAN,B ,Q,1080.00,1089.00,1071.00,1079.45,1076.30,1085.60,95,889,959945.00,
532759,ATLANTA     ,B ,Q,78.00,78.00,73.25,75.00,75.00,76.45,457,228240,17027529.00,
532760,DEEP INDS   ,B ,Q,154.90,156.10,149.10,149.70,150.00,151.15,463,16211,2460456.00,
532761,HOV SERVICES,B ,Q,232.75,236.75,223.00,227.55,223.00,232.35,99,9413,2145422.00,
532762,ACTION CONST,B ,Q,165.00,171.30,162.85,168.40,168.40,164.20,918,113189,18886445.00,
532764,GEECEE      ,B ,Q,126.70,127.60,124.00,125.00,125.50,129.05,101,14643,1842250.00,
532765,USHER AGRO  ,B ,Q,4.27,4.36,4.11,4.18,4.12,4.31,55,35686,148570.00,
532766,RICHA IND   ,X ,Q,9.35,9.35,8.85,9.15,9.34,9.60,132,132108,1199457.00,
532767,GAYATRI PROJ,B ,Q,180.00,192.65,175.55,188.60,188.60,182.60,275,20127,3700097.00,
532768,FIEM INDS   ,B ,Q,827.00,885.00,822.00,853.85,885.00,841.15,136,1087,904347.00,
532770,HANUNG TOYS ,T ,Q,2.75,2.75,2.72,2.72,2.72,2.86,13,2011,5484.00,
532771,JHS SVEN    ,B ,Q,56.00,56.00,51.50,54.55,54.55,56.00,428,60450,3232990.00,
532772,DCBBANK     ,A ,Q,159.55,163.50,158.55,162.80,162.05,159.75,533,191685,30715293.00,
532773,GLOBAL VECT ,B ,Q,124.95,125.05,119.25,119.90,119.90,122.50,166,15826,1935376.00,
532774,ACCEL FRONTL,B ,Q,53.05,54.30,52.55,53.30,53.30,55.20,17,6413,342793.00,
532775,GTL INFRAST ,B ,Q,2.85,2.85,2.66,2.67,2.67,2.80,616,1943895,5270419.00,
532776,SHIVAM AUTO ,B ,Q,67.55,69.05,65.65,67.20,67.00,68.40,269,32764,2206779.00,
532777,INFO EDGE   ,A ,Q,1210.40,1210.40,1183.20,1200.30,1190.00,1232.95,156,1610,1931391.00,
532778,LANCO INFRA ,T ,Q,1.12,1.12,1.02,1.12,1.12,1.07,797,3018269,3284960.00,
532779,TORNT POWER ,A ,Q,222.10,235.35,216.20,232.95,232.95,223.60,2018,151511,34268383.00,
532780,PARSVNATH   ,B ,Q,14.05,15.00,13.65,13.95,13.95,14.35,121,102003,1437633.00,
532782,SUTLEJ TEXT ,B ,Q,72.00,72.00,69.40,69.85,70.35,71.60,85,9539,669938.00,
532783,DAAWAT      ,B ,Q,85.00,85.00,82.05,84.00,84.00,83.60,976,155752,13043818.00,
532784,SOBHA       ,A ,Q,465.15,476.80,458.10,473.20,473.20,468.55,811,12430,5818107.00,
532785,RUCHIRA PAP ,B ,Q,162.95,162.95,153.30,160.40,162.50,159.15,382,23713,3724754.00,
532787,ESS DEE ALUM,T ,Q,42.50,43.00,40.10,41.15,41.00,42.10,42,7170,302653.00,
532788,XLENERGY    ,T ,Q,1.92,1.92,1.92,1.92,1.92,2.02,11,8700,16704.00,
532790,TANLA       ,B ,Q,31.55,31.55,30.25,30.60,30.60,30.75,388,135241,4171436.00,
